日期,产品名,品类,单价,销量,天气,是否周末,门店
2025-11-27,美式咖啡,咖啡,15,12,阴,否,望京店
2025-11-27,拿铁,咖啡,18,13,阴,否,望京店
2025-11-27,生椰拿铁,咖啡,22,20,阴,否,望京店
2025-11-27,摩卡,咖啡,20,20,阴,否,望京店
2025-11-27,薯条,小吃,10,1,阴,否,望京店
2025-11-27,鸡米花,小吃,12,9,阴,否,望京店
2025-11-27,华夫饼,小吃,15,13,阴,否,望京店
2025-11-27,吐司,小吃,8,11,阴,否,望京店
2025-11-27,经典奶茶,奶茶,12,18,阴,否,中关村店
2025-11-27,珍珠奶茶,奶茶,15,23,阴,否,中关村店
2025-11-27,芋泥奶茶,奶茶,18,23,阴,否,中关村店
2025-11-27,黑糖鹿丸奶茶,奶茶,20,23,阴,否,中关村店
2025-11-27,椰椰奶茶,奶茶,19,23,阴,否,中关村店
2025-11-27,柠檬绿茶,果茶,10,22,阴,否,中关村店
2025-11-27,满杯西柚,果茶,16,17,阴,否,中关村店
2025-11-27,杨枝甘露,果茶,22,22,阴,否,中关村店
2025-11-27,百香果绿茶,果茶,13,17,阴,否,中关村店
2025-11-27,霸气芝士葡萄,果茶,24,23,阴,否,中关村店
2025-11-27,美式咖啡,咖啡,15,8,阴,否,中关村店
2025-11-27,拿铁,咖啡,18,8,阴,否,中关村店
2025-11-27,生椰拿铁,咖啡,22,21,阴,否,中关村店
2025-11-27,摩卡,咖啡,20,9,阴,否,中关村店
2025-11-27,薯条,小吃,10,8,阴,否,中关村店
2025-11-27,鸡米花,小吃,12,9,阴,否,中关村店
2025-11-27,华夫饼,小吃,15,4,阴,否,中关村店
2025-11-27,吐司,小吃,8,14,阴,否,中关村店
2025-11-28,经典奶茶,奶茶,12,21,晴,否,望京店
2025-11-28,珍珠奶茶,奶茶,15,15,晴,否,望京店
2025-11-28,芋泥奶茶,奶茶,18,36,晴,否,望京店
2025-11-28,黑糖鹿丸奶茶,奶茶,20,32,晴,否,望京店
2025-11-28,椰椰奶茶,奶茶,19,24,晴,否,望京店
2025-11-28,柠檬绿茶,果茶,10,31,晴,否,望京店
2025-11-28,满杯西柚,果茶,16,15,晴,否,望京店
2025-11-28,杨枝甘露,果茶,22,18,晴,否,望京店
2025-11-28,百香果绿茶,果茶,13,12,晴,否,望京店
2025-11-28,霸气芝士葡萄,果茶,24,23,晴,否,望京店
2025-11-28,美式咖啡,咖啡,15,17,晴,否,望京店
2025-11-28,拿铁,咖啡,18,16,晴,否,望京店
2025-11-28,生椰拿铁,咖啡,22,11,晴,否,望京店
2025-11-28,摩卡,咖啡,20,10,晴,否,望京店
2025-11-28,薯条,小吃,10,10,晴,否,望京店
2025-11-28,鸡米花,小吃,12,11,晴,否,望京店
2025-11-28,华夫饼,小吃,15,6,晴,否,望京店
2025-11-28,吐司,小吃,8,11,晴,否,望京店
2025-11-28,经典奶茶,奶茶,12,29,晴,否,中关村店
2025-11-28,珍珠奶茶,奶茶,15,25,晴,否,中关村店
2025-11-28,芋泥奶茶,奶茶,18,35,晴,否,中关村店
2025-11-28,黑糖鹿丸奶茶,奶茶,20,22,晴,否,中关村店
2025-11-28,椰椰奶茶,奶茶,19,14,晴,否,中关村店
2025-11-28,柠檬绿茶,果茶,10,20,晴,否,中关村店
2025-11-28,满杯西柚,果茶,16,25,晴,否,中关村店
2025-11-28,杨枝甘露,果茶,22,21,晴,否,中关村店
2025-11-28,百香果绿茶,果茶,13,20,晴,否,中关村店
2025-11-28,霸气芝士葡萄,果茶,24,8,晴,否,中关村店
2025-11-28,美式咖啡,咖啡,15,10,晴,否,中关村店
2025-11-28,拿铁,咖啡,18,10,晴,否,中关村店
2025-11-28,生椰拿铁,咖啡,22,14,晴,否,中关村店
2025-11-28,摩卡,咖啡,20,10,晴,否,中关村店
2025-11-28,薯条,小吃,10,11,晴,否,中关村店
2025-11-28,鸡米花,小吃,12,11,晴,否,中关村店
2025-11-28,华夫饼,小吃,15,16,晴,否,中关村店
2025-11-28,吐司,小吃,8,16,晴,否,中关村店
2025-11-29,经典奶茶,奶茶,12,31,晴,是,望京店
2025-11-29,珍珠奶茶,奶茶,15,47,晴,是,望京店
2025-11-29,芋泥奶茶,奶茶,18,28,晴,是,望京店
2025-11-29,黑糖鹿丸奶茶,奶茶,20,50,晴,是,望京店
2025-11-29,椰椰奶茶,奶茶,19,23,晴,是,望京店
2025-11-29,柠檬绿茶,果茶,10,43,晴,是,望京店
2025-11-29,满杯西柚,果茶,16,44,晴,是,望京店
2025-11-29,杨枝甘露,果茶,22,42,晴,是,望京店
2025-11-29,百香果绿茶,果茶,13,35,晴,是,望京店
2025-11-29,霸气芝士葡萄,果茶,24,22,晴,是,望京店
2025-11-29,美式咖啡,咖啡,15,26,晴,是,望京店
2025-11-29,拿铁,咖啡,18,12,晴,是,望京店
2025-11-29,生椰拿铁,咖啡,22,24,晴,是,望京店
2025-11-29,摩卡,咖啡,20,24,晴,是,望京店
2025-11-29,薯条,小吃,10,16,晴,是,望京店
2025-11-29,鸡米花,小吃,12,11,晴,是,望京店
2025-11-29,华夫饼,小吃,15,19,晴,是,望京店
2025-11-29,吐司,小吃,8,10,晴,是,望京店
2025-11-29,经典奶茶,奶茶,12,33,晴,是,中关村店
2025-11-29,珍珠奶茶,奶茶,15,34,晴,是,中关村店
2025-11-29,芋泥奶茶,奶茶,18,39,晴,是,中关村店
2025-11-29,黑糖鹿丸奶茶,奶茶,20,27,晴,是,中关村店
2025-11-29,椰椰奶茶,奶茶,19,30,晴,是,中关村店
2025-11-29,柠檬绿茶,果茶,10,31,晴,是,中关村店
2025-11-29,满杯西柚,果茶,16,15,晴,是,中关村店
2025-11-29,杨枝甘露,果茶,22,38,晴,是,中关村店
2025-11-29,百香果绿茶,果茶,13,15,晴,是,中关村店
2025-11-29,霸气芝士葡萄,果茶,24,36,晴,是,中关村店
2025-11-29,美式咖啡,咖啡,15,15,晴,是,中关村店
2025-11-29,拿铁,咖啡,18,28,晴,是,中关村店
2025-11-29,生椰拿铁,咖啡,22,16,晴,是,中关村店
2025-11-29,摩卡,咖啡,20,15,晴,是,中关村店
2025-11-29,薯条,小吃,10,14,晴,是,中关村店
2025-11-29,鸡米花,小吃,12,17,晴,是,中关村店
2025-11-29,华夫饼,小吃,15,21,晴,是,中关村店
2025-11-29,吐司,小吃,8,10,晴,是,中关村店
2025-11-30,经典奶茶,奶茶,12,34,晴,是,望京店
2025-11-30,珍珠奶茶,奶茶,15,35,晴,是,望京店
2025-11-30,芋泥奶茶,奶茶,18,25,晴,是,望京店
2025-11-30,黑糖鹿丸奶茶,奶茶,20,43,晴,是,望京店
2025-11-30,椰椰奶茶,奶茶,19,29,晴,是,望京店
2025-11-30,柠檬绿茶,果茶,10,40,晴,是,望京店
2025-11-30,满杯西柚,果茶,16,21,晴,是,望京店
2025-11-30,杨枝甘露,果茶,22,32,晴,是,望京店
2025-11-30,百香果绿茶,果茶,13,19,晴,是,望京店
2025-11-30,霸气芝士葡萄,果茶,24,33,晴,是,望京店
2025-11-30,美式咖啡,咖啡,15,31,晴,是,望京店
2025-11-30,拿铁,咖啡,18,28,晴,是,望京店
2025-11-30,生椰拿铁,咖啡,22,25,晴,是,望京店
2025-11-30,摩卡,咖啡,20,18,晴,是,望京店
2025-11-30,薯条,小吃,10,10,晴,是,望京店
2025-11-30,鸡米花,小吃,12,13,晴,是,望京店
2025-11-30,华夫饼,小吃,15,6,晴,是,望京店
2025-11-30,吐司,小吃,8,10,晴,是,望京店
2025-11-30,经典奶茶,奶茶,12,43,晴,是,中关村店
2025-11-30,珍珠奶茶,奶茶,15,38,晴,是,中关村店
2025-11-30,芋泥奶茶,奶茶,18,26,晴,是,中关村店
2025-11-30,黑糖鹿丸奶茶,奶茶,20,42,晴,是,中关村店
2025-11-30,椰椰奶茶,奶茶,19,30,晴,是,中关村店
2025-11-30,柠檬绿茶,果茶,10,31,晴,是,中关村店
2025-11-30,满杯西柚,果茶,16,29,晴,是,中关村店
2025-11-30,杨枝甘露,果茶,22,20,晴,是,中关村店
2025-11-30,百香果绿茶,果茶,13,12,晴,是,中关村店
2025-11-30,霸气芝士葡萄,果茶,24,29,晴,是,中关村店
2025-11-30,美式咖啡,咖啡,15,21,晴,是,中关村店
2025-11-30,拿铁,咖啡,18,23,晴,是,中关村店
2025-11-30,生椰拿铁,咖啡,22,18,晴,是,中关村店
2025-11-30,摩卡,咖啡,20,28,晴,是,中关村店
2025-11-30,薯条,小吃,10,11,晴,是,中关村店
2025-11-30,鸡米花,小吃,12,11,晴,是,中关村店
2025-11-30,华夫饼,小吃,15,22,晴,是,中关村店
2025-11-30,吐司,小吃,8,15,晴,是,中关村店
2025-12-01,经典奶茶,奶茶,12,21,晴,否,望京店
2025-12-01,珍珠奶茶,奶茶,15,45,晴,否,望京店
2025-12-01,芋泥奶茶,奶茶,18,49,晴,否,望京店
2025-12-01,黑糖鹿丸奶茶,奶茶,20,37,晴,否,望京店
2025-12-01,椰椰奶茶,奶茶,19,38,晴,否,望京店
2025-12-01,柠檬绿茶,果茶,10,18,晴,否,望京店
2025-12-01,满杯西柚,果茶,16,16,晴,否,望京店
2025-12-01,杨枝甘露,果茶,22,5,晴,否,望京店
2025-12-01,百香果绿茶,果茶,13,12,晴,否,望京店
2025-12-01,霸气芝士葡萄,果茶,24,10,晴,否,望京店
2025-12-01,美式咖啡,咖啡,15,21,晴,否,望京店
2025-12-01,拿铁,咖啡,18,20,晴,否,望京店
2025-12-01,生椰拿铁,咖啡,22,22,晴,否,望京店
2025-12-01,摩卡,咖啡,20,16,晴,否,望京店
2025-12-01,薯条,小吃,10,11,晴,否,望京店
2025-12-01,鸡米花,小吃,12,14,晴,否,望京店
2025-12-01,华夫饼,小吃,15,5,晴,否,望京店
2025-12-01,吐司,小吃,8,8,晴,否,望京店
2025-12-01,经典奶茶,奶茶,12,27,晴,否,中关村店
2025-12-01,珍珠奶茶,奶茶,15,39,晴,否,中关村店
2025-12-01,芋泥奶茶,奶茶,18,43,晴,否,中关村店
2025-12-01,黑糖鹿丸奶茶,奶茶,20,29,晴,否,中关村店
2025-12-01,椰椰奶茶,奶茶,19,32,晴,否,中关村店
2025-12-01,柠檬绿茶,果茶,10,6,晴,否,中关村店
2025-12-01,满杯西柚,果茶,16,10,晴,否,中关村店
2025-12-01,杨枝甘露,果茶,22,15,晴,否,中关村店
2025-12-01,百香果绿茶,果茶,13,8,晴,否,中关村店
2025-12-01,霸气芝士葡萄,果茶,24,10,晴,否,中关村店
2025-12-01,美式咖啡,咖啡,15,22,晴,否,中关村店
2025-12-01,拿铁,咖啡,18,8,晴,否,中关村店
2025-12-01,生椰拿铁,咖啡,22,19,晴,否,中关村店
2025-12-01,摩卡,咖啡,20,8,晴,否,中关村店
2025-12-01,薯条,小吃,10,9,晴,否,中关村店
2025-12-01,鸡米花,小吃,12,16,晴,否,中关村店
2025-12-01,华夫饼,小吃,15,4,晴,否,中关村店
2025-12-01,吐司,小吃,8,11,晴,否,中关村店
2025-12-02,经典奶茶,奶茶,12,23,雪,否,望京店
2025-12-02,珍珠奶茶,奶茶,15,11,雪,否,望京店
2025-12-02,芋泥奶茶,奶茶,18,23,雪,否,望京店
2025-12-02,黑糖鹿丸奶茶,奶茶,20,8,雪,否,望京店
2025-12-02,椰椰奶茶,奶茶,19,13,雪,否,望京店
2025-12-02,柠檬绿茶,果茶,10,8,雪,否,望京店
2025-12-02,满杯西柚,果茶,16,8,雪,否,望京店
2025-12-02,杨枝甘露,果茶,22,7,雪,否,望京店
2025-12-02,百香果绿茶,果茶,13,6,雪,否,望京店
2025-12-02,霸气芝士葡萄,果茶,24,5,雪,否,望京店
2025-12-02,美式咖啡,咖啡,15,14,雪,否,望京店
2025-12-02,拿铁,咖啡,18,5,雪,否,望京店
2025-12-02,生椰拿铁,咖啡,22,8,雪,否,望京店
2025-12-02,摩卡,咖啡,20,3,雪,否,望京店
2025-12-02,薯条,小吃,10,2,雪,否,望京店
2025-12-02,鸡米花,小吃,12,4,雪,否,望京店
2025-12-02,华夫饼,小吃,15,8,雪,否,望京店
2025-12-02,吐司,小吃,8,5,雪,否,望京店
2025-12-02,经典奶茶,奶茶,12,16,雪,否,中关村店
2025-12-02,珍珠奶茶,奶茶,15,10,雪,否,中关村店
2025-12-02,芋泥奶茶,奶茶,18,14,雪,否,中关村店
2025-12-02,黑糖鹿丸奶茶,奶茶,20,15,雪,否,中关村店
2025-12-02,椰椰奶茶,奶茶,19,20,雪,否,中关村店
2025-12-02,柠檬绿茶,果茶,10,9,雪,否,中关村店
2025-12-02,满杯西柚,果茶,16,5,雪,否,中关村店
2025-12-02,杨枝甘露,果茶,22,3,雪,否,中关村店
2025-12-02,百香果绿茶,果茶,13,3,雪,否,中关村店
2025-12-02,霸气芝士葡萄,果茶,24,6,雪,否,中关村店
2025-12-02,美式咖啡,咖啡,15,9,雪,否,中关村店
2025-12-02,拿铁,咖啡,18,11,雪,否,中关村店
2025-12-02,生椰拿铁,咖啡,22,7,雪,否,中关村店
2025-12-02,摩卡,咖啡,20,12,雪,否,中关村店
2025-12-02,鸡米花,小吃,12,4,雪,否,中关村店
2025-12-02,华夫饼,小吃,15,8,雪,否,中关村店
2025-12-02,吐司,小吃,8,6,雪,否,中关村店
2025-12-03,经典奶茶,奶茶,12,41,晴,否,望京店
2025-12-03,珍珠奶茶,奶茶,15,46,晴,否,望京店
2025-12-03,芋泥奶茶,奶茶,18,30,晴,否,望京店
2025-12-03,黑糖鹿丸奶茶,奶茶,20,42,晴,否,望京店
2025-12-03,椰椰奶茶,奶茶,19,24,晴,否,望京店
2025-12-03,柠檬绿茶,果茶,10,8,晴,否,望京店
2025-12-03,满杯西柚,果茶,16,6,晴,否,望京店
2025-12-03,杨枝甘露,果茶,22,11,晴,否,望京店
2025-12-03,百香果绿茶,果茶,13,17,晴,否,望京店
2025-12-03,霸气芝士葡萄,果茶,24,11,晴,否,望京店
2025-12-03,美式咖啡,咖啡,15,9,晴,否,望京店
2025-12-03,拿铁,咖啡,18,19,晴,否,望京店
2025-12-03,生椰拿铁,咖啡,22,15,晴,否,望京店
2025-12-03,摩卡,咖啡,20,19,晴,否,望京店
2025-12-03,薯条,小吃,10,13,晴,否,望京店
2025-12-03,鸡米花,小吃,12,15,晴,否,望京店
2025-12-03,华夫饼,小吃,15,14,晴,否,望京店
2025-12-03,吐司,小吃,8,14,晴,否,望京店
2025-12-03,经典奶茶,奶茶,12,34,晴,否,中关村店
2025-12-03,珍珠奶茶,奶茶,15,27,晴,否,中关村店
2025-12-03,芋泥奶茶,奶茶,18,39,晴,否,中关村店
2025-12-03,黑糖鹿丸奶茶,奶茶,20,45,晴,否,中关村店
2025-12-03,椰椰奶茶,奶茶,19,43,晴,否,中关村店
2025-12-03,柠檬绿茶,果茶,10,16,晴,否,中关村店
2025-12-03,满杯西柚,果茶,16,8,晴,否,中关村店
2025-12-03,杨枝甘露,果茶,22,7,晴,否,中关村店
2025-12-03,百香果绿茶,果茶,13,11,晴,否,中关村店
2025-12-03,霸气芝士葡萄,果茶,24,13,晴,否,中关村店
2025-12-03,美式咖啡,咖啡,15,14,晴,否,中关村店
2025-12-03,拿铁,咖啡,18,13,晴,否,中关村店
2025-12-03,生椰拿铁,咖啡,22,11,晴,否,中关村店
2025-12-03,摩卡,咖啡,20,16,晴,否,中关村店
2025-12-03,薯条,小吃,10,5,晴,否,中关村店
2025-12-03,鸡米花,小吃,12,13,晴,否,中关村店
2025-12-03,华夫饼,小吃,15,10,晴,否,中关村店
2025-12-03,吐司,小吃,8,15,晴,否,中关村店
2025-12-04,经典奶茶,奶茶,12,21,雪,否,望京店
2025-12-04,珍珠奶茶,奶茶,15,21,雪,否,望京店
2025-12-04,芋泥奶茶,奶茶,18,12,雪,否,望京店
2025-12-04,黑糖鹿丸奶茶,奶茶,20,15,雪,否,望京店
2025-12-04,椰椰奶茶,奶茶,19,20,雪,否,望京店
2025-12-04,柠檬绿茶,果茶,10,3,雪,否,望京店
2025-12-04,满杯西柚,果茶,16,11,雪,否,望京店
2025-12-04,杨枝甘露,果茶,22,5,雪,否,望京店
2025-12-04,百香果绿茶,果茶,13,6,雪,否,望京店
2025-12-04,霸气芝士葡萄,果茶,24,9,雪,否,望京店
2025-12-04,美式咖啡,咖啡,15,8,雪,否,望京店
2025-12-04,拿铁,咖啡,18,7,雪,否,望京店
2025-12-04,生椰拿铁,咖啡,22,3,雪,否,望京店
2025-12-04,摩卡,咖啡,20,10,雪,否,望京店
2025-12-04,薯条,小吃,10,3,雪,否,望京店
2025-12-04,鸡米花,小吃,12,10,雪,否,望京店
2025-12-04,华夫饼,小吃,15,1,雪,否,望京店
2025-12-04,吐司,小吃,8,6,雪,否,望京店
2025-12-04,经典奶茶,奶茶,12,15,雪,否,中关村店
2025-12-04,珍珠奶茶,奶茶,15,14,雪,否,中关村店
2025-12-04,芋泥奶茶,奶茶,18,16,雪,否,中关村店
2025-12-04,黑糖鹿丸奶茶,奶茶,20,19,雪,否,中关村店
2025-12-04,椰椰奶茶,奶茶,19,23,雪,否,中关村店
2025-12-04,柠檬绿茶,果茶,10,4,雪,否,中关村店
2025-12-04,满杯西柚,果茶,16,5,雪,否,中关村店
2025-12-04,杨枝甘露,果茶,22,6,雪,否,中关村店
2025-12-04,百香果绿茶,果茶,13,3,雪,否,中关村店
2025-12-04,霸气芝士葡萄,果茶,24,5,雪,否,中关村店
2025-12-04,美式咖啡,咖啡,15,14,雪,否,中关村店
2025-12-04,拿铁,咖啡,18,6,雪,否,中关村店
2025-12-04,生椰拿铁,咖啡,22,7,雪,否,中关村店
2025-12-04,摩卡,咖啡,20,7,雪,否,中关村店
2025-12-04,薯条,小吃,10,6,雪,否,中关村店
2025-12-04,鸡米花,小吃,12,2,雪,否,中关村店
2025-12-04,华夫饼,小吃,15,6,雪,否,中关村店
2025-12-04,吐司,小吃,8,3,雪,否,中关村店
2025-12-05,经典奶茶,奶茶,12,16,雪,否,望京店
2025-12-05,珍珠奶茶,奶茶,15,17,雪,否,望京店
2025-12-05,芋泥奶茶,奶茶,18,24,雪,否,望京店
2025-12-05,黑糖鹿丸奶茶,奶茶,20,12,雪,否,望京店
2025-12-05,椰椰奶茶,奶茶,19,14,雪,否,望京店
2025-12-05,柠檬绿茶,果茶,10,6,雪,否,望京店
2025-12-05,满杯西柚,果茶,16,4,雪,否,望京店
2025-12-05,杨枝甘露,果茶,22,7,雪,否,望京店
2025-12-05,百香果绿茶,果茶,13,4,雪,否,望京店
2025-12-05,霸气芝士葡萄,果茶,24,3,雪,否,望京店
2025-12-05,美式咖啡,咖啡,15,3,雪,否,望京店
2025-12-05,拿铁,咖啡,18,8,雪,否,望京店
2025-12-05,生椰拿铁,咖啡,22,14,雪,否,望京店
2025-12-05,摩卡,咖啡,20,3,雪,否,望京店
2025-12-05,薯条,小吃,10,6,雪,否,望京店
2025-12-05,鸡米花,小吃,12,6,雪,否,望京店
2025-12-05,华夫饼,小吃,15,7,雪,否,望京店
2025-12-05,吐司,小吃,8,3,雪,否,望京店
2025-12-05,经典奶茶,奶茶,12,17,雪,否,中关村店
2025-12-05,珍珠奶茶,奶茶,15,8,雪,否,中关村店
2025-12-05,芋泥奶茶,奶茶,18,12,雪,否,中关村店
2025-12-05,黑糖鹿丸奶茶,奶茶,20,15,雪,否,中关村店
2025-12-05,椰椰奶茶,奶茶,19,11,雪,否,中关村店
2025-12-05,柠檬绿茶,果茶,10,9,雪,否,中关村店
2025-12-05,满杯西柚,果茶,16,1,雪,否,中关村店
2025-12-05,杨枝甘露,果茶,22,11,雪,否,中关村店
2025-12-05,百香果绿茶,果茶,13,4,雪,否,中关村店
2025-12-05,霸气芝士葡萄,果茶,24,8,雪,否,中关村店
2025-12-05,美式咖啡,咖啡,15,7,雪,否,中关村店
2025-12-05,拿铁,咖啡,18,11,雪,否,中关村店
2025-12-05,生椰拿铁,咖啡,22,3,雪,否,中关村店
2025-12-05,摩卡,咖啡,20,6,雪,否,中关村店
2025-12-05,薯条,小吃,10,1,雪,否,中关村店
2025-12-05,鸡米花,小吃,12,6,雪,否,中关村店
2025-12-05,华夫饼,小吃,15,7,雪,否,中关村店
2025-12-05,吐司,小吃,8,4,雪,否,中关村店
2025-12-06,经典奶茶,奶茶,12,38,阴,是,望京店
2025-12-06,珍珠奶茶,奶茶,15,55,阴,是,望京店
2025-12-06,芋泥奶茶,奶茶,18,52,阴,是,望京店
2025-12-06,黑糖鹿丸奶茶,奶茶,20,57,阴,是,望京店
2025-12-06,椰椰奶茶,奶茶,19,38,阴,是,望京店
2025-12-06,柠檬绿茶,果茶,10,7,阴,是,望京店
2025-12-06,满杯西柚,果茶,16,16,阴,是,望京店
2025-12-06,杨枝甘露,果茶,22,22,阴,是,望京店
2025-12-06,百香果绿茶,果茶,13,8,阴,是,望京店
2025-12-06,霸气芝士葡萄,果茶,24,14,阴,是,望京店
2025-12-06,美式咖啡,咖啡,15,11,阴,是,望京店
2025-12-06,拿铁,咖啡,18,28,阴,是,望京店
2025-12-06,生椰拿铁,咖啡,22,21,阴,是,望京店
2025-12-06,摩卡,咖啡,20,23,阴,是,望京店
2025-12-06,薯条,小吃,10,9,阴,是,望京店
2025-12-06,鸡米花,小吃,12,10,阴,是,望京店
2025-12-06,华夫饼,小吃,15,11,阴,是,望京店
2025-12-06,吐司,小吃,8,16,阴,是,望京店
2025-12-06,经典奶茶,奶茶,12,29,阴,是,中关村店
2025-12-06,珍珠奶茶,奶茶,15,30,阴,是,中关村店
2025-12-06,芋泥奶茶,奶茶,18,49,阴,是,中关村店
2025-12-06,黑糖鹿丸奶茶,奶茶,20,32,阴,是,中关村店
2025-12-06,椰椰奶茶,奶茶,19,29,阴,是,中关村店
2025-12-06,柠檬绿茶,果茶,10,19,阴,是,中关村店
2025-12-06,满杯西柚,果茶,16,22,阴,是,中关村店
2025-12-06,杨枝甘露,果茶,22,9,阴,是,中关村店
2025-12-06,百香果绿茶,果茶,13,17,阴,是,中关村店
2025-12-06,霸气芝士葡萄,果茶,24,15,阴,是,中关村店
2025-12-06,美式咖啡,咖啡,15,25,阴,是,中关村店
2025-12-06,拿铁,咖啡,18,10,阴,是,中关村店
2025-12-06,生椰拿铁,咖啡,22,19,阴,是,中关村店
2025-12-06,摩卡,咖啡,20,24,阴,是,中关村店
2025-12-06,薯条,小吃,10,16,阴,是,中关村店
2025-12-06,鸡米花,小吃,12,5,阴,是,中关村店
2025-12-06,华夫饼,小吃,15,12,阴,是,中关村店
2025-12-06,吐司,小吃,8,19,阴,是,中关村店
2025-12-07,经典奶茶,奶茶,12,52,阴,是,望京店
2025-12-07,珍珠奶茶,奶茶,15,58,阴,是,望京店
2025-12-07,芋泥奶茶,奶茶,18,43,阴,是,望京店
2025-12-07,黑糖鹿丸奶茶,奶茶,20,54,阴,是,望京店
2025-12-07,椰椰奶茶,奶茶,19,59,阴,是,望京店
2025-12-07,柠檬绿茶,果茶,10,5,阴,是,望京店
2025-12-07,满杯西柚,果茶,16,19,阴,是,望京店
2025-12-07,杨枝甘露,果茶,22,8,阴,是,望京店
2025-12-07,百香果绿茶,果茶,13,12,阴,是,望京店
2025-12-07,霸气芝士葡萄,果茶,24,5,阴,是,望京店
2025-12-07,美式咖啡,咖啡,15,26,阴,是,望京店
2025-12-07,拿铁,咖啡,18,11,阴,是,望京店
2025-12-07,生椰拿铁,咖啡,22,15,阴,是,望京店
2025-12-07,摩卡,咖啡,20,10,阴,是,望京店
2025-12-07,薯条,小吃,10,14,阴,是,望京店
2025-12-07,鸡米花,小吃,12,10,阴,是,望京店
2025-12-07,华夫饼,小吃,15,17,阴,是,望京店
2025-12-07,吐司,小吃,8,10,阴,是,望京店
2025-12-07,经典奶茶,奶茶,12,52,阴,是,中关村店
2025-12-07,珍珠奶茶,奶茶,15,41,阴,是,中关村店
2025-12-07,芋泥奶茶,奶茶,18,35,阴,是,中关村店
2025-12-07,黑糖鹿丸奶茶,奶茶,20,44,阴,是,中关村店
2025-12-07,椰椰奶茶,奶茶,19,37,阴,是,中关村店
2025-12-07,柠檬绿茶,果茶,10,15,阴,是,中关村店
2025-12-07,满杯西柚,果茶,16,15,阴,是,中关村店
2025-12-07,杨枝甘露,果茶,22,8,阴,是,中关村店
2025-12-07,百香果绿茶,果茶,13,14,阴,是,中关村店
2025-12-07,霸气芝士葡萄,果茶,24,13,阴,是,中关村店
2025-12-07,美式咖啡,咖啡,15,25,阴,是,中关村店
2025-12-07,拿铁,咖啡,18,18,阴,是,中关村店
2025-12-07,生椰拿铁,咖啡,22,22,阴,是,中关村店
2025-12-07,摩卡,咖啡,20,20,阴,是,中关村店
2025-12-07,薯条,小吃,10,8,阴,是,中关村店
2025-12-07,鸡米花,小吃,12,6,阴,是,中关村店
2025-12-07,华夫饼,小吃,15,18,阴,是,中关村店
2025-12-07,吐司,小吃,8,11,阴,是,中关村店
2025-12-08,经典奶茶,奶茶,12,23,阴,否,望京店
2025-12-08,珍珠奶茶,奶茶,15,35,阴,否,望京店
2025-12-08,芋泥奶茶,奶茶,18,17,阴,否,望京店
2025-12-08,黑糖鹿丸奶茶,奶茶,20,24,阴,否,望京店
2025-12-08,椰椰奶茶,奶茶,19,23,阴,否,望京店
2025-12-08,柠檬绿茶,果茶,10,12,阴,否,望京店
2025-12-08,满杯西柚,果茶,16,3,阴,否,望京店
2025-12-08,杨枝甘露,果茶,22,14,阴,否,望京店
2025-12-08,百香果绿茶,果茶,13,5,阴,否,望京店
2025-12-08,霸气芝士葡萄,果茶,24,13,阴,否,望京店
2025-12-08,美式咖啡,咖啡,15,15,阴,否,望京店
2025-12-08,拿铁,咖啡,18,15,阴,否,望京店
2025-12-08,生椰拿铁,咖啡,22,6,阴,否,望京店
2025-12-08,摩卡,咖啡,20,11,阴,否,望京店
2025-12-08,薯条,小吃,10,10,阴,否,望京店
2025-12-08,鸡米花,小吃,12,7,阴,否,望京店
2025-12-08,华夫饼,小吃,15,16,阴,否,望京店
2025-12-08,吐司,小吃,8,8,阴,否,望京店
2025-12-08,经典奶茶,奶茶,12,37,阴,否,中关村店
2025-12-08,珍珠奶茶,奶茶,15,42,阴,否,中关村店
2025-12-08,芋泥奶茶,奶茶,18,21,阴,否,中关村店
2025-12-08,黑糖鹿丸奶茶,奶茶,20,35,阴,否,中关村店
2025-12-08,椰椰奶茶,奶茶,19,22,阴,否,中关村店
2025-12-08,柠檬绿茶,果茶,10,7,阴,否,中关村店
2025-12-08,满杯西柚,果茶,16,7,阴,否,中关村店
2025-12-08,杨枝甘露,果茶,22,11,阴,否,中关村店
2025-12-08,百香果绿茶,果茶,13,10,阴,否,中关村店
2025-12-08,霸气芝士葡萄,果茶,24,14,阴,否,中关村店
2025-12-08,美式咖啡,咖啡,15,21,阴,否,中关村店
2025-12-08,拿铁,咖啡,18,13,阴,否,中关村店
2025-12-08,生椰拿铁,咖啡,22,20,阴,否,中关村店
2025-12-08,摩卡,咖啡,20,18,阴,否,中关村店
2025-12-08,薯条,小吃,10,11,阴,否,中关村店
2025-12-08,鸡米花,小吃,12,14,阴,否,中关村店
2025-12-08,华夫饼,小吃,15,8,阴,否,中关村店
2025-12-08,吐司,小吃,8,3,阴,否,中关村店
2025-12-09,经典奶茶,奶茶,12,11,雪,否,望京店
2025-12-09,珍珠奶茶,奶茶,15,22,雪,否,望京店
2025-12-09,芋泥奶茶,奶茶,18,11,雪,否,望京店
2025-12-09,黑糖鹿丸奶茶,奶茶,20,23,雪,否,望京店
2025-12-09,椰椰奶茶,奶茶,19,8,雪,否,望京店
2025-12-09,满杯西柚,果茶,16,5,雪,否,望京店
2025-12-09,杨枝甘露,果茶,22,7,雪,否,望京店
2025-12-09,百香果绿茶,果茶,13,6,雪,否,望京店
